1|1|1|True
2|2|1|True
3|3|5|True
5|4|5|True
8|5|5|True
9|3|5|True
11|4|5|True
14|5|5|True
15|3|5|True
17|4|5|True
20|5|5|True
21|3|5|True
23|4|5|True
26|5|5|True
27|3|5|True
29|4|5|True
32|5|5|True
33|3|5|True
35|4|5|True
38|5|5|True
39|3|5|True
41|4|5|True
44|5|5|True
45|3|5|True
47|4|5|True
50|5|5|True
51|3|5|True
53|4|5|True
56|5|5|True
57|3|5|True
59|4|5|True
62|5|5|True
63|3|5|True
65|4|5|True
68|5|5|True
69|3|5|True
71|4|5|True
74|5|5|True
75|3|5|True
77|4|5|True
80|5|5|True
81|3|5|True
83|4|5|True
86|5|5|True
87|3|5|True
89|4|5|True
92|5|5|True
93|3|5|True
95|4|5|True
98|5|5|True
99|3|10|True
101|4|10|True
104|5|10|True
105|3|10|True
107|4|10|True
110|5|10|True
111|3|10|True
113|4|10|True
116|5|10|True
117|3|10|True
119|4|10|True
122|5|10|True
123|1|15|True
125|2|15|True
126|1|15|True
128|2|15|True
129|1|15|True
131|2|15|True
132|1|15|True
134|2|15|True
135|3|19|True
137|4|19|True
140|5|19|True
141|3|19|True
143|4|19|True
146|5|19|True
147|1|24|True
149|2|24|True
150|1|28|True
152|2|28|True
153|1|28|True
155|2|28|True
156|3|32|True
158|4|32|True
161|5|32|True
162|1|37|True
164|2|37|True
165|1|41|True
167|2|41|True
168|1|41|True
170|2|41|True
171|3|45|True
173|4|45|True
176|5|45|True
177|3|45|True
179|4|45|True
182|5|45|True
183|3|45|True
185|4|45|True
188|5|45|True
189|1|50|True
191|2|50|True
